gene
Emp3
Ccdc114
Kcnc1
Ptpn5
Slc17a6
Luzp2
Siglech
Gabrg3
A230006K03Rik
A330076H08Rik
Aldh1a3
Igf1r
B130024G19Rik
Gm30075
Slco3a1
Sv2b
Akap13
Mfge8
Abhd2
Rlbp1
Prc1
Iqgap1
Pde8a
Tm6sf1
Cfap161
Grm5
Ctsc
Fzd4
Prss23
Tenm4
Thrsp
Wnt11
Gm45620
Folr2
Folr1
Hbb-bs
Nrip3
Adm
Lyve1
Spon1
Insc
Sox6
Plekha7
Xylt1
Ccp110
Nupr1
Sez6l2
Htra1
D7Ertd443e
Mki67
C030029H02Rik
Mgmt
Cfap46
Adgra1
Gm16201
Caly
Cox8b
Ifitm2
Ifitm1
Ifitm3
Irf7
Gm20501
Igf2
Kcnq1ot1
Cdkn1c
Bc1
Ccnd1
Stxbp2
Cd209f
Col4a1
Col4a2
Sox1ot
Tdrp
Defb11
Atp7b
Ckap2
Plat
1700041G16Rik
Ank1
Sfrp1
Tcim
Adam32
Fgfr1
Thap1
Ppp1r3b
Gm16793
Trmt9b
Sgcz
Zdhhc2
Sorbs2
Ankrd37
Enpp6
C130073E24Rik
Neil3
Gpm6a
Scrg1
Hmgb2
Galntl6
Spock3
Cpe
Tma16
Lpl
Lzts1
Gdf15
Bst2
Klf2
Nwd1
Hmox1
Inpp4b
Dnajb1
Junb
Gm19935
Mt3
Mt2
Mt1
Drc7
Ccdc113
Cdh5
Rrad
Lrrc36
Tppp3
Gfod2
Lcat
Zfhx3
Gm39244
Calb2
Hydin
Clec18a
Vat1l
Maf
Dynlrb2
Wfdc1
Klhl36
1190005I06Rik
Foxc2
Slc7a5
Piezo1
Cpne7
Tubb3
Gm29773
Agt
A730098A19Rik
Gria4
Trpc6
Cntn5
1700012B09Rik
Fat3
Olfm2
Col5a3
Icam1
Icam5
Spc24
Anln
Igsf9b
Opcml
Ntm
Robo3
Esam
Nrgn
Olfr889
Olfr920
AW551984
Clmp
Gm26737
Ccdc153
Phldb1
Mpzl2
Fxyd6
Tagln
2900052N01Rik
Colca2
2010007H06Rik
Sln
Elmod1
Acsbg1
Peak1
Cspg4
Sema7a
Ccdc33
Stra6
Tmem202
Uaca
Paqr5
Calml4
Iqch
Pclaf
Dapk2
Car12
Anxa2
Fam81a
Ccnb2
Cgnl1
Unc13c
Wdr72
Scg3
Gm26903
Hcrtr2
Gsta4
Col12a1
Tent5a
9330154J02Rik
Mrap2
Bcl2a1d
Bcl2a1b
Ctsh
Zic1
Zic4
Plscr4
Chst2
Gm28729
Rbp1
Trf
Tmem108
Col6a5
Glyctk
Poc1a
Hemk1
Cacna2d2
Traip
Cdhr4
Plxnb1
Gm42756
Cspg5
Ccrl2
Arpp21
Cmtm8
Eomes
Cx3cr1
Mobp
Cck
9530059O14Rik
Kif15
Clec3b
Slc6a20a
Ccr2
Akap12
Fbxo5
Adgb
Utrn
Cited2
Gm10827
Perp
Tnfaip3
Eya4
Ccn2
Epb41l2
Rspo3
Rsph4a
Rpf2
Cd24a
Crybg1
Lilr4b
Lilrb4a
Man1a
Gja1
Fabp7
Spock2
Cdh23
Col13a1
4930507D05Rik
Pbld1
Lrrtm3
Rtkn2
Cdk1
Pcdh15
Chchd10
Gm867
S100b
Col6a2
Col6a1
Col18a1
Bsg
Hcn2
Plk5
Jsrp1
Gadd45b
Celf5
Appl2
Timp3
Ascl1
Rmst
Cfap54
Gm32468
Fgd6
Dcn
Atp2b1
Kitl
Mgat4c
Nts
Lrriq1
Ppfia2
Ptprq
Syt1
Csrp2
Phlda1
Kcnc2
Trhde
A930009A15Rik
Ptprb
Lyz2
Grip1
Hmga2
Kif5a
Ndufa4l2
Rdh5
Nefh
Rasl10a
Emid1
Aebp1
Gck
Camk2b
Adcy1
Igfbp3
Ikzf1
Plek
Mdh1
Bcl11a
Efemp1
Sptbn1
Hba-a1
Hba-a2
Kcnip1
Insyn2b
Hmmr
Gabrg2
Atp10b
Gm12144
4933415A04Rik
Ebf1
Sox30
Sgcd
Irgm1
Col23a1
Acsl6
Gpx3
Gria1
Fam183b
Nlrp3
Gm16062
Atpaf2
Slc47a1
Rnf112
Dnah9
Usp43
Pik3r6
Aurkb
Tmem107
Hes7
Atp1b2
Chrne
6330403K07Rik
Nlrp1b
Gm12326
Xaf1
Aspa
Rflnb
Coro6
Traf4
Aldoc
Vtn
Adap2
Ccl12
Slfn5
Ccl9
Ccl6
Ccl4
Wfdc17
Lhx1
Lhx1os
Car4
Tmem100
Col1a1
Nxph3
Atp5g1
Ttll6
Skap1
Arl5c
Neurod2
Ppp1r1b
Top2a
Krt15
Cnp
Cavin1
Ramp2
Higd1b
Gfap
C1ql1
Nsf
Gm11638
Ace
Taco1os
Icam2
Pecam1
Cacng4
Sox9
Btbd17
Grin2c
Sap30bpos
Foxj1
Prcd
Birc5
Nptx1
Cbr2
Efr3b
Gm48678
Wdcp
Osr1
Vsnl1
Gm35725
Trib2
Ntsr2
Greb1
2410004P03Rik
Gm5784
Asap2
Rrm2
Rsad2
Sox11
Cdhr3
F730043M19Rik
Twist1
Tspan13
Sostdc1
Etv1
Arl4a
Dock4
Nrcam
Coch
1700031P21Rik
Nfkbia
Mis18bp1
Pole2
Trim9
Gm10457
Rtn1
4930447C04Rik
Acot5
Fos
Nrxn3
3300002A11Rik
Tc2n
Ifi27l2a
Serpina3g
Serpina3n
Ak7
Degs2
Dlk1
Meg3
Rian
Tnfaip2
Ahnak2
Crip2
Crip1
Vipr2
Esyt2
Dnah11
Sp8
Net1
Adarb2
Gm47405
Ryr2
Pou6f2
Elmo1
Olfr1369-ps1
Hist1h2ak
Hist1h1b
Hist1h2an
Hist1h2ap
Hist1h2bj
Hist1h3f
Hist1h3e
Hist1h2ae
Hist1h4d
Hist1h1e
Hist1h2ab
Sox4
Foxq1
Serpinb1a
Serpinb1b
Tubb2b
F13a1
Rreb1
A730081D07Rik
Edn1
Rnf182
Gm20751
Cd83
2010001K21Rik
Id4
Tes3-ps
Aspn
Ogn
S1pr3
Cks2
Gadd45g
Cplx2
Sncb
Cxcl14
Tgfbi
Ntrk2
Gm47423
Golm1
Ctla2a
Aopep
Cntnap3
Slc12a7
Brd9
Slc9a3
Mctp1
Nr2f1
Gm49375
Mef2c
Vcan
Gm4117
Thbs4
Iqgap2
Hexb
Foxd1
Map1b
Ocln
Ccnb1
Cd180
Shisal2b
Pde4d
Plk2
Hspb3
Itga1
Parp8
Emb
Hcn1
Fam107a
Ptprg
Fezf2
Cadps
Synpr
Sntn
Cfap70
Dnah12
Erc2
Cacna2d3
Lrtm1
Prkcd
Itih3
Stab1
Sema3g
Dnah1
1700024G13Rik
Frmpd2
Anxa8
Sncg
Mmrn2
Ptgdr
Txndc16
Bmp4
Gm15222
Cdkn3
Gm48933
Lgals3
Otx2
Otx2os1
Gm534
4933429O19Rik
Armh4
Ndrg2
Arhgef40
Olfr1507
Mmp14
Cpne6
Rec8
Nfatc4
Gjb6
Cab39l
Fam167a
Pbk
Esco2
Clu
Adra1a
Gnrh1
Loxl2
Egr3
Kctd4
2900040C04Rik
Tsc22d1
Fam216b
Dgkh
Rgcc
9630013A20Rik
Pcdh9
Gm34589
Kctd12
Ednrb
Gm6145
Gpc6
Cldn10
Gpr183
Dab2
Fyb
Slc1a3
Ranbp3l
Spef2
Prlr
Cdh10
Dnah5
Rgs22
Ncald
Baalc
Rims2
Oxr1
Trps1
Ccn3
Enpp2
Col14a1
Has2
Myc
Khdrbs3
Fam135b
Arc
Ly6a
Ly6c1
Ly6h
Gsdmd
Tigd5
Eppk1
Csf2rb2
Tst
Lgals1
Cenpm
Sept3
Ribc2
Fbln1
Mlc1
Odf3b
C730034F03Rik
Cntn1
Pdzrn4
Slc38a1
Slc38a2
Ddn
Gm41396
1700120C14Rik
Racgap1
Acvrl1
Nr4a1
Krt2
Krt18
Igfbp6
Gpr84
Gm15879
Smim22
Sec14l5
AU021092
Grin2a
Mpv17l
Myh11
Comt
Cldn5
Klhl24
Chrd
Dgkg
Gmnc
Mb21d2
Atp13a5
Atp13a4
Hes1
Tmem44
Apod
Nrros
Tfrc
Iqcg
Heg1
Kalrn
Mylk
Eaf2
Stxbp5l
Lsamp
Gap43
Zbtb20
Cfap44
Cd200
Tagln3
Phldb2
Nectin3
Nfkbiz
Abi3bp
Tmem45a
Tmem30c
Epha6
Htr1f
Gbe1
8030451O07Rik
Cyyr1
Adamts1
Grik1
Tiam1
Olig2
Olig1
Rcan1
Clic6
Runx1
Pcp4
Dscam
Tfb1m
Tagap
Pde10a
Qk
Mas1
Lix1
Slc9a3r2
Tmem204
Baiap3
Rgs11
Gm34455
Cdkn1a
Cpne5
Fgd2
Pim1
Rsph1
Notch3
Kank3
H2-Ab1
H2-Aa
H2-Eb1
Egfl8
C4b
Hspa1b
Hspa1a
Sapcd1
Ier3
9130008F23Rik
Adgrf5
Ankrd66
Pla2g7
Clic5
Vegfa
Ptk7
Ptcra
Unc5cl
Daam2
Kcnh8
Sgo1
Sult1c1
Dennd1c
Tubb4a
Tnfsf9
C3
Lama1
Dlgap1
Gm41611
Xdh
Vit
Qpct
Slc8a1
Gm19689
Six3os1
Six3
Epas1
Gm30984
Nrxn1
Jcad
Armc4
Mpp7
Gm2629
Aqp4
Dsc2
Dsg2
Ttr
Celf4
Gpr17
Ecscr
Psd2
Cd14
3222401L13Rik
Dpysl3
Kcnn2
A330093E20Rik
Cdo1
4930511M06Rik
Adamts19
Gm4951
Cd74
Camk2a
Pdgfrb
Adrb2
2700046A07Rik
Apcdd1
Piezo2
Onecut2
Rax
Acaa2
Slc14a2
Mbp
Neto1
Npas4
Cd248
Gm10817
Neat1
Rasgrp2
Nrxn2
Gm14964
Plcb3
Slc22a8
Slc22a6
Gng3
Ahnak
Fads2
Syt7
Slc15a3
AW112010
Ms4a14
Ms4a7
Ms4a6c
Gm8369
Pcsk5
Rorb
Anxa1
Aldh1a1
Trpm3
Tmem252
Gm9895
Gm36043
Il33
Sgms1
Acta2
Ifit3
Ifit3b
Ifit1
Hectd2
Hectd2os
Ppp1r3c
Kif11
Cep55
Opalin
Pik3ap1
Cfap43
Sorcs3
Mirt1
Tcf7l2
Ablim1
Dgkk
Slc38a5
Cybb
Gria3
Tenm1
Prr32
Gpc3
Cdr1os
Xlr4b
Bgn
Prrg1
Tmem47
Apoo
F630028O10Rik
Dgat2l6
Gdpd2
Gjb1
Itm2a
2810403D21Rik
Pcdh11x
Bex2
Plp1
Kcne1l
Dcx
Htr2c
Sat1
Cnksr2
Ace2
Bmx
Arhgap6
Gm15261
G530011O06Rik
Gm47283
mt-Nd2
mt-Co2
mt-Atp6
mt-Co3
mt-Nd4
mt-Cytb
